"","pkg_name","reviewer","url","updated_in_12m","date_updated","vignette","comments","decision"
"242","MBNMAdose","imke","https://CRAN.R-project.org/package=MBNMAdose","","","","",""
"243","MBNMAtime","imke","https://CRAN.R-project.org/package=MBNMAtime","","","","",""
"244","mcmcabn","imke","https://CRAN.R-project.org/package=mcmcabn","","","","",""
"245","mdmb","imke","https://CRAN.R-project.org/package=mdmb","","","","",""
"246","MDPtoolbox","imke","https://CRAN.R-project.org/package=MDPtoolbox","","","","",""
"247","mediation","imke","https://CRAN.R-project.org/package=mediation","","","","",""
"248","mediationsens","imke","https://CRAN.R-project.org/package=mediationsens","","","","",""
"249","MedSurvey","imke","https://CRAN.R-project.org/package=MedSurvey","","","","",""
"250","MendelianRandomization","imke","https://CRAN.R-project.org/package=MendelianRandomization","","","","",""
"251","metafor","imke","https://CRAN.R-project.org/package=metafor","","","","",""
"252","metarep","imke","https://CRAN.R-project.org/package=metarep","","","","",""
"253","metaRMST","imke","https://CRAN.R-project.org/package=metaRMST","","","","",""
"254","MetaStan","imke","https://CRAN.R-project.org/package=MetaStan","","","","",""
"255","microsynth","imke","https://CRAN.R-project.org/package=microsynth","","","","",""
"256","miic","imke","https://CRAN.R-project.org/package=miic","","","","",""
"257","Minirand","imke","https://CRAN.R-project.org/package=Minirand","","","","",""
"258","minMSE","imke","https://CRAN.R-project.org/package=minMSE","","","","",""
"259","MMMS","imke","https://CRAN.R-project.org/package=MMMS","","","","",""
"260","mmsample","imke","https://CRAN.R-project.org/package=mmsample","","","","",""
"261","Modalclust","imke","https://CRAN.R-project.org/package=Modalclust","","","","",""
"262","model4you","imke","https://CRAN.R-project.org/package=model4you","","","","",""
"263","mosqcontrol","imke","https://CRAN.R-project.org/package=mosqcontrol","","","","",""
"264","MPBoost","imke","https://CRAN.R-project.org/package=MPBoost","","","","",""
"265","mppa","imke","https://CRAN.R-project.org/package=mppa","","","","",""
"266","mr.raps","imke","https://CRAN.R-project.org/package=mr.raps","","","","",""
"267","mratios","imke","https://CRAN.R-project.org/package=mratios","","","","",""
"268","MRmediation","imke","https://CRAN.R-project.org/package=MRmediation","","","","",""
"269","MRPC","imke","https://CRAN.R-project.org/package=MRPC","","","","",""
"270","multfisher","imke","https://CRAN.R-project.org/package=multfisher","","","","",""
"271","multiColl","imke","https://CRAN.R-project.org/package=multiColl","","","","",""
"272","multilevelPSA","imke","https://CRAN.R-project.org/package=multilevelPSA","","","","",""
"273","multiPIM","imke","https://CRAN.R-project.org/package=multiPIM","","","","",""
"274","MultisiteMediation","imke","https://CRAN.R-project.org/package=MultisiteMediation","","","","",""
"275","multispatialCCM","imke","https://CRAN.R-project.org/package=multispatialCCM","","","","",""
"276","mvGPS","imke","https://CRAN.R-project.org/package=mvGPS","","","","",""
"277","mwa","imke","https://CRAN.R-project.org/package=mwa","","","","",""
"278","MXM","imke","https://CRAN.R-project.org/package=MXM","","","","",""
"279","NAEPirtparams","imke","https://CRAN.R-project.org/package=NAEPirtparams","","","","",""
"280","nawtilus","imke","https://CRAN.R-project.org/package=nawtilus","","","","",""
"281","netchain","imke","https://CRAN.R-project.org/package=netchain","","","","",""
"282","netmeta","imke","https://CRAN.R-project.org/package=netmeta","","","","",""
"283","NMAoutlier","imke","https://CRAN.R-project.org/package=NMAoutlier","","","","",""
"284","NNS","imke","https://CRAN.R-project.org/package=NNS","","","","",""
"285","nnt","imke","https://CRAN.R-project.org/package=nnt","","","","",""
"286","NNTbiomarker","imke","https://CRAN.R-project.org/package=NNTbiomarker","","","","",""
"287","noncompliance","imke","https://CRAN.R-project.org/package=noncompliance","","","","",""
"288","nonlinearICP","imke","https://CRAN.R-project.org/package=nonlinearICP","","","","",""
"289","NonProbEst","imke","https://CRAN.R-project.org/package=NonProbEst","","","","",""
"290","odr","imke","https://CRAN.R-project.org/package=odr","","","","",""
"291","OmegaG","imke","https://CRAN.R-project.org/package=OmegaG","","","","",""
"292","optbdmaeAT","imke","https://CRAN.R-project.org/package=optbdmaeAT","","","","",""
"293","optimalThreshold","imke","https://CRAN.R-project.org/package=optimalThreshold","","","","",""
"294","OptimalTiming","imke","https://CRAN.R-project.org/package=OptimalTiming","","","","",""
"295","optmatch","imke","https://CRAN.R-project.org/package=optmatch","","","","",""
"296","optrcdmaeAT","imke","https://CRAN.R-project.org/package=optrcdmaeAT","","","","",""
"297","ORIClust","imke","https://CRAN.R-project.org/package=ORIClust","","","","",""
"298","OTRselect","imke","https://CRAN.R-project.org/package=OTRselect","","","","",""
"299","OVtool","imke","https://CRAN.R-project.org/package=OVtool","","","","",""
"300","pampe","imke","https://CRAN.R-project.org/package=pampe","","","","",""
"301","PanelMatch","imke","https://CRAN.R-project.org/package=PanelMatch","","","","",""
"302","panelView","imke","https://CRAN.R-project.org/package=panelView","","","","",""
"303","ParallelPC","imke","https://CRAN.R-project.org/package=ParallelPC","","","","",""
"304","paths","imke","https://CRAN.R-project.org/package=paths","","","","",""
"305","PBIR","imke","https://CRAN.R-project.org/package=PBIR","","","","",""
"306","pcalg","imke","https://CRAN.R-project.org/package=pcalg","","","","",""
"307","PCL","imke","https://CRAN.R-project.org/package=PCL","","","","",""
"308","pct","imke","https://CRAN.R-project.org/package=pct","","","","",""
"309","permGS","imke","https://CRAN.R-project.org/package=permGS","","","","",""
"310","personalized2part","imke","https://CRAN.R-project.org/package=personalized2part","","","","",""
"311","personograph","imke","https://CRAN.R-project.org/package=personograph","","","","",""
"312","phase1PRMD","imke","https://CRAN.R-project.org/package=phase1PRMD","","","","",""
"313","phase1RMD","imke","https://CRAN.R-project.org/package=phase1RMD","","","","",""
"314","pirate","imke","https://CRAN.R-project.org/package=pirate","","","","",""
"315","Plasmode","imke","https://CRAN.R-project.org/package=Plasmode","","","","",""
"316","PogromcyDanych","imke","https://CRAN.R-project.org/package=PogromcyDanych","","","","",""
"317","POINT","imke","https://CRAN.R-project.org/package=POINT","","","","",""
"318","PolicyPortfolios","imke","https://CRAN.R-project.org/package=PolicyPortfolios","","","","",""
"319","powerLATE","imke","https://CRAN.R-project.org/package=powerLATE","","","","",""
"320","powerlmm","imke","https://CRAN.R-project.org/package=powerlmm","","","","",""
"321","PPMR","imke","https://CRAN.R-project.org/package=PPMR","","","","",""
"322","preference","imke","https://CRAN.R-project.org/package=preference","","","","",""
"323","prefmod","imke","https://CRAN.R-project.org/package=prefmod","","","","",""
"324","PropClust","imke","https://CRAN.R-project.org/package=PropClust","","","","",""
"325","PropScrRand","imke","https://CRAN.R-project.org/package=PropScrRand","","","","",""
"326","PSAgraphics","imke","https://CRAN.R-project.org/package=PSAgraphics","","","","",""
"327","pseval","imke","https://CRAN.R-project.org/package=pseval","","","","",""
"328","psica","imke","https://CRAN.R-project.org/package=psica","","","","",""
"329","psrwe","imke","https://CRAN.R-project.org/package=psrwe","","","","",""
"330","PSSIM","imke","https://CRAN.R-project.org/package=PSSIM","","","","",""
"331","pssmooth","imke","https://CRAN.R-project.org/package=pssmooth","","","","",""
"332","pstest","imke","https://CRAN.R-project.org/package=pstest","","","","",""
"333","PSW","imke","https://CRAN.R-project.org/package=PSW","","","","",""
"334","PSweight","imke","https://CRAN.R-project.org/package=PSweight","","","","",""
"335","PWEALL","imke","https://CRAN.R-project.org/package=PWEALL","","","","",""
"336","QCA","imke","https://CRAN.R-project.org/package=QCA","","","","",""
"337","qLearn","imke","https://CRAN.R-project.org/package=qLearn","","","","",""
"338","qte","imke","https://CRAN.R-project.org/package=qte","","","","",""
"339","qtlhot","imke","https://CRAN.R-project.org/package=qtlhot","","","","",""
"340","qtlnet","imke","https://CRAN.R-project.org/package=qtlnet","","","","",""
"341","QTOCen","imke","https://CRAN.R-project.org/package=QTOCen","","","","",""
"342","QualInt","imke","https://CRAN.R-project.org/package=QualInt","","","","",""
"343","quantoptr","imke","https://CRAN.R-project.org/package=quantoptr","","","","",""
"344","RadOnc","imke","https://CRAN.R-project.org/package=RadOnc","","","","",""
"345","randChecks","imke","https://CRAN.R-project.org/package=randChecks","","","","",""
"346","randomizeBE","imke","https://CRAN.R-project.org/package=randomizeBE","","","","",""
"347","RATest","imke","https://CRAN.R-project.org/package=RATest","","","","",""
"348","rbounds","imke","https://CRAN.R-project.org/package=rbounds","","","","",""
"349","rbw","imke","https://CRAN.R-project.org/package=rbw","","","","",""
"350","RCAL","imke","https://CRAN.R-project.org/package=RCAL","","","","",""
"351","RcmdrPlugin.MPAStats","imke","https://CRAN.R-project.org/package=RcmdrPlugin.MPAStats","","","","",""
"352","RcmdrPlugin.RMTCJags","imke","https://CRAN.R-project.org/package=RcmdrPlugin.RMTCJags","","","","",""
"353","RCT","imke","https://CRAN.R-project.org/package=RCT","","","","",""
"354","rddensity","imke","https://CRAN.R-project.org/package=rddensity","","","","",""
"355","rdlocrand","imke","https://CRAN.R-project.org/package=rdlocrand","","","","",""
"356","rdmulti","imke","https://CRAN.R-project.org/package=rdmulti","","","","",""
"357","rdpower","imke","https://CRAN.R-project.org/package=rdpower","","","","",""
"358","rdrobust","imke","https://CRAN.R-project.org/package=rdrobust","","","","",""
"359","regmedint","imke","https://CRAN.R-project.org/package=regmedint","","","","",""
"360","regtomean","imke","https://CRAN.R-project.org/package=regtomean","","","","",""
"361","ReinforcementLearning","imke","https://CRAN.R-project.org/package=ReinforcementLearning","","","","",""
"362","remss","imke","https://CRAN.R-project.org/package=remss","","","","",""
"363","ri","imke","https://CRAN.R-project.org/package=ri","","","","",""
"364","RI2by2","imke","https://CRAN.R-project.org/package=RI2by2","","","","",""
"365","RISCA","imke","https://CRAN.R-project.org/package=RISCA","","","","",""
"366","riskCommunicator","imke","https://CRAN.R-project.org/package=riskCommunicator","","","","",""
"367","RJafroc","imke","https://CRAN.R-project.org/package=RJafroc","","","","",""
"368","rmda","imke","https://CRAN.R-project.org/package=rmda","","","","",""
"369","rmdcev","imke","https://CRAN.R-project.org/package=rmdcev","","","","",""
"370","rmpw","imke","https://CRAN.R-project.org/package=rmpw","","","","",""
"371","rmt","imke","https://CRAN.R-project.org/package=rmt","","","","",""
"372","rnr","imke","https://CRAN.R-project.org/package=rnr","","","","",""
"373","robomit","imke","https://CRAN.R-project.org/package=robomit","","","","",""
"374","rollmatch","imke","https://CRAN.R-project.org/package=rollmatch","","","","",""
"375","rPAex","imke","https://CRAN.R-project.org/package=rPAex","","","","",""
"376","rpsftm","imke","https://CRAN.R-project.org/package=rpsftm","","","","",""
"377","rpst","imke","https://CRAN.R-project.org/package=rpst","","","","",""
"378","RSSOP","imke","https://CRAN.R-project.org/package=RSSOP","","","","",""
"379","rsurface","imke","https://CRAN.R-project.org/package=rsurface","","","","",""
"380","Rsurrogate","imke","https://CRAN.R-project.org/package=Rsurrogate","","","","",""
"381","sampleSelection","imke","https://CRAN.R-project.org/package=sampleSelection","","","","",""
"382","SAMTx","imke","https://CRAN.R-project.org/package=SAMTx","","","","",""
"383","SBdecomp","imke","https://CRAN.R-project.org/package=SBdecomp","","","","",""
"384","scINSIGHT","imke","https://CRAN.R-project.org/package=scINSIGHT","","","","",""
"385","scorecardModelUtils","imke","https://CRAN.R-project.org/package=scorecardModelUtils","","","","",""
"386","ScottKnott","imke","https://CRAN.R-project.org/package=ScottKnott","","","","",""
"387","ScottKnottESD","imke","https://CRAN.R-project.org/package=ScottKnottESD","","","","",""
"388","SCtools","imke","https://CRAN.R-project.org/package=SCtools","","","","",""
"389","seer","imke","https://CRAN.R-project.org/package=seer","","","","",""
"390","SELF","imke","https://CRAN.R-project.org/package=SELF","","","","",""
"391","sensitivityCalibration","imke","https://CRAN.R-project.org/package=sensitivityCalibration","","","","",""
"392","SeqAlloc","imke","https://CRAN.R-project.org/package=SeqAlloc","","","","",""
"393","seqDesign","imke","https://CRAN.R-project.org/package=seqDesign","","","","",""
"394","seqICP","imke","https://CRAN.R-project.org/package=seqICP","","","","",""
"395","sesem","imke","https://CRAN.R-project.org/package=sesem","","","","",""
"396","SHT","imke","https://CRAN.R-project.org/package=SHT","","","","",""
"397","SID","imke","https://CRAN.R-project.org/package=SID","","","","",""
"398","sievePH","imke","https://CRAN.R-project.org/package=sievePH","","","","",""
"399","SigTree","imke","https://CRAN.R-project.org/package=SigTree","","","","",""
"400","simITS","imke","https://CRAN.R-project.org/package=simITS","","","","",""
"401","simml","imke","https://CRAN.R-project.org/package=simml","","","","",""
"402","SimpleTable","imke","https://CRAN.R-project.org/package=SimpleTable","","","","",""
"403","SimSeq","imke","https://CRAN.R-project.org/package=SimSeq","","","","",""
"404","simsl","imke","https://CRAN.R-project.org/package=simsl","","","","",""
"405","SIRE","imke","https://CRAN.R-project.org/package=SIRE","","","","",""
"406","sisVIVE","imke","https://CRAN.R-project.org/package=sisVIVE","","","","",""
"407","SMARTbayesR","imke","https://CRAN.R-project.org/package=SMARTbayesR","","","","",""
"408","SMARTp","imke","https://CRAN.R-project.org/package=SMARTp","","","","",""
"409","smartsizer","imke","https://CRAN.R-project.org/package=smartsizer","","","","",""
"410","SNPknock","imke","https://CRAN.R-project.org/package=SNPknock","","","","",""
"411","SOFIA","imke","https://CRAN.R-project.org/package=SOFIA","","","","",""
"412","soptdmaeA","imke","https://CRAN.R-project.org/package=soptdmaeA","","","","",""
"413","SortedEffects","imke","https://CRAN.R-project.org/package=SortedEffects","","","","",""
"414","sparsereg","imke","https://CRAN.R-project.org/package=sparsereg","","","","",""
"415","spduration","imke","https://CRAN.R-project.org/package=spduration","","","","",""
"416","specmine.datasets","imke","https://CRAN.R-project.org/package=specmine.datasets","","","","",""
"417","speech","imke","https://CRAN.R-project.org/package=speech","","","","",""
"418","speff2trial","imke","https://CRAN.R-project.org/package=speff2trial","","","","",""
"419","SPORTSCausal","imke","https://CRAN.R-project.org/package=SPORTSCausal","","","","",""
"420","ssev","imke","https://CRAN.R-project.org/package=ssev","","","","",""
"421","stablespec","imke","https://CRAN.R-project.org/package=stablespec","","","","",""
"422","stddiff","imke","https://CRAN.R-project.org/package=stddiff","","","","",""
"423","stepp","imke","https://CRAN.R-project.org/package=stepp","","","","",""
"424","strategicplayers","imke","https://CRAN.R-project.org/package=strategicplayers","","","","",""
"425","StratifiedMedicine","imke","https://CRAN.R-project.org/package=StratifiedMedicine","","","","",""
"426","subdetect","imke","https://CRAN.R-project.org/package=subdetect","","","","",""
"427","subgroup","imke","https://CRAN.R-project.org/package=subgroup","","","","",""
"428","SubgrPlots","imke","https://CRAN.R-project.org/package=SubgrPlots","","","","",""
"429","submax","imke","https://CRAN.R-project.org/package=submax","","","","",""
"430","subscreen","imke","https://CRAN.R-project.org/package=subscreen","","","","",""
"431","subtee","imke","https://CRAN.R-project.org/package=subtee","","","","",""
"432","Surrogate","imke","https://CRAN.R-project.org/package=Surrogate","","","","",""
"433","SurrogateOutcome","imke","https://CRAN.R-project.org/package=SurrogateOutcome","","","","",""
"434","SurrogateTest","imke","https://CRAN.R-project.org/package=SurrogateTest","","","","",""
"435","survParamSim","imke","https://CRAN.R-project.org/package=survParamSim","","","","",""
"436","survSens","imke","https://CRAN.R-project.org/package=survSens","","","","",""
"437","SVMMatch","imke","https://CRAN.R-project.org/package=SVMMatch","","","","",""
"438","swdpwr","imke","https://CRAN.R-project.org/package=swdpwr","","","","",""
"439","Synth","imke","https://CRAN.R-project.org/package=Synth","","","","",""
"440","targeted","imke","https://CRAN.R-project.org/package=targeted","","","","",""
"441","tbd","imke","https://CRAN.R-project.org/package=tbd","","","","",""
"442","Temporal","imke","https://CRAN.R-project.org/package=Temporal","","","","",""
"443","Tendril","imke","https://CRAN.R-project.org/package=Tendril","","","","",""
"444","texteffect","imke","https://CRAN.R-project.org/package=texteffect","","","","",""
"445","TGST","imke","https://CRAN.R-project.org/package=TGST","","","","",""
"446","ThreeArmedTrials","imke","https://CRAN.R-project.org/package=ThreeArmedTrials","","","","",""
"447","ThreeGroups","imke","https://CRAN.R-project.org/package=ThreeGroups","","","","",""
"448","tidysynth","imke","https://CRAN.R-project.org/package=tidysynth","","","","",""
"449","tidytidbits","imke","https://CRAN.R-project.org/package=tidytidbits","","","","",""
"450","tmle","imke","https://CRAN.R-project.org/package=tmle","","","","",""
"451","tnet","imke","https://CRAN.R-project.org/package=tnet","","","","",""
"452","tools4uplift","imke","https://CRAN.R-project.org/package=tools4uplift","","","","",""
"453","toxtestD","imke","https://CRAN.R-project.org/package=toxtestD","","","","",""
"454","tradepolicy","imke","https://CRAN.R-project.org/package=tradepolicy","","","","",""
"455","transmem","imke","https://CRAN.R-project.org/package=transmem","","","","",""
"456","TreatmentSelection","imke","https://CRAN.R-project.org/package=TreatmentSelection","","","","",""
"457","TrendInTrend","imke","https://CRAN.R-project.org/package=TrendInTrend","","","","",""
"458","TriMatch","imke","https://CRAN.R-project.org/package=TriMatch","","","","",""
"459","TrtCombo.FactorialExp.SR","imke","https://CRAN.R-project.org/package=TrtCombo.FactorialExp.SR","","","","",""
"460","tscount","imke","https://CRAN.R-project.org/package=tscount","","","","",""
"461","tsriadditive","imke","https://CRAN.R-project.org/package=tsriadditive","","","","",""
"462","twang","imke","https://CRAN.R-project.org/package=twang","","","","",""
"463","twangContinuous","imke","https://CRAN.R-project.org/package=twangContinuous","","","","",""
"464","TwoArmSurvSim","imke","https://CRAN.R-project.org/package=TwoArmSurvSim","","","","",""
"465","TwoPhaseInd","imke","https://CRAN.R-project.org/package=TwoPhaseInd","","","","",""
"466","TwoWayFEWeights","imke","https://CRAN.R-project.org/package=TwoWayFEWeights","","","","",""
"467","txshift","imke","https://CRAN.R-project.org/package=txshift","","","","",""
"468","ui","imke","https://CRAN.R-project.org/package=ui","","","","",""
"469","vanddraabe","imke","https://CRAN.R-project.org/package=vanddraabe","","","","",""
"470","VarfromPDB","imke","https://CRAN.R-project.org/package=VarfromPDB","","","","",""
"471","VFP","imke","https://CRAN.R-project.org/package=VFP","","","","",""
"472","weightedZdiff","imke","https://CRAN.R-project.org/package=weightedZdiff","","","","",""
"473","WeightIt","imke","https://CRAN.R-project.org/package=WeightIt","","","","",""
"474","wfe","imke","https://CRAN.R-project.org/package=wfe","","","","",""
"475","WhatIf","imke","https://CRAN.R-project.org/package=WhatIf","","","","",""
"476","winRatioAnalysis","imke","https://CRAN.R-project.org/package=winRatioAnalysis","","","","",""
"477","wiseR","imke","https://CRAN.R-project.org/package=wiseR","","","","",""
"478","WMWssp","imke","https://CRAN.R-project.org/package=WMWssp","","","","",""
"479","WPC","imke","https://CRAN.R-project.org/package=WPC","","","","",""
"480","wrMisc","imke","https://CRAN.R-project.org/package=wrMisc","","","","",""
"481","WRSS","imke","https://CRAN.R-project.org/package=WRSS","","","","",""
"482","Zelig","imke","https://CRAN.R-project.org/package=Zelig","","","","",""
